row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,svc_code,svc_code_type,svc_code_desc,svc_code_ctg,svc_code_ctg_desc,clm_cnt,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
19070805,2019,3,Anoka,MEDICARE,5,75 years and older,F,192,110,REV,Room-Board/Pvt,50001,Room and board (non-nursery) services,398,"2,129","$1,212,555.68 ","$6,315.39 ",$0.00 ,"$1,125,355.01 ","$5,861.22 ",$0.00 ,"$87,200.67 ",$454.17 ,$0.00 
19073301,2019,3,Anoka,MEDICARE,5,75 years and older,F,"1,642",85018,CPT/HCPCS,HEMOGLOBIN,233,Laboratory - Chemistry and hematology,"3,087","19,363","$6,750.42 ",$4.11 ,$2.58 ,"$6,727.47 ",$4.09 ,$2.58 ,$22.95 ,$0.01 ,$0.00 
19074309,2019,3,Anoka,MEDICARE,5,75 years and older,F,44,A4562,CPT/HCPCS,PESSARY NON RUBBER ANY TYPE,243,DME and supplies,54,523,"$2,912.31 ",$66.18 ,$58.25 ,"$2,253.85 ",$51.22 ,$45.96 ,$658.46 ,$14.96 ,$11.73 
19076253,2019,3,Anoka,MEDICARE,5,75 years and older,M,33,11302,CPT/HCPCS,SHAVE SKIN LESION 1.1-2.0 CM,170,Skin lesion - Excision,39,389,"$4,634.50 ",$140.43 ,$140.67 ,"$4,117.28 ",$124.76 ,$112.69 ,$517.22 ,$15.67 ,$10.00 
19078245,2019,3,Anoka,MEDICARE,5,75 years and older,M,33,84402,CPT/HCPCS,ASSAY OF FREE TESTOSTERONE,233,Laboratory - Chemistry and hematology,42,396,"$1,073.50 ",$32.53 ,$29.13 ,"$1,073.50 ",$32.53 ,$29.13 ,$0.00 ,$0.00 ,$0.00 
19079517,2019,3,Anoka,MEDICARE,5,75 years and older,M,14,C1900,CPT/HCPCS,LEAD LT VENTRICULAR CORON VENUS SYS,243,DME and supplies,14,168,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19082277,2019,5,Becker,COMMERCIAL,2,19 - 44 years,F,11,72148,CPT/HCPCS,MRI LUMBAR SPINE W/O DYE,198,MRI (magnetic resonance imaging),20,121,"$12,298.19 ","$1,118.01 ","$1,167.15 ","$8,086.22 ",$735.11 ,$85.54 ,"$4,211.97 ",$382.90 ,$182.43 
19085613,2019,5,Becker,COMMERCIAL,3,45 - 64 years,F,40,90472,CPT/HCPCS,IMMUNIZATION ADMIN EACH ADD,228,Prophylactic vaccinations and inoculations,42,463,"$1,076.82 ",$26.92 ,$23.71 ,"$1,057.70 ",$26.44 ,$23.71 ,$19.12 ,$0.47 ,$0.00 
19089357,2019,5,Becker,COMMERCIAL,5,75 years and older,F,13,G0008,CPT/HCPCS,ADMINISTRATION INFLUENZA VIRUS VACC,228,Prophylactic vaccinations and inoculations,13,156,$266.00 ,$20.46 ,$38.00 ,$266.00 ,$20.46 ,$38.00 ,$0.00 ,$0.00 ,$0.00 
19092213,2019,5,Becker,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,26,99222,CPT/HCPCS,INITIAL HOSPITAL CARE,302,Hospital inpatient services,28,280,"$2,920.25 ",$112.31 ,$101.06 ,"$2,920.25 ",$112.31 ,$101.06 ,$0.00 ,$0.00 ,$0.00 
19094373,2019,5,Becker,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,153,J7040,CPT/HCPCS,INFUS NORMAL SALINE SOL STERILE,240,"Medications (injections, infusions, other forms)",274,"1,712",$358.83 ,$2.34 ,$1.28 ,$342.57 ,$2.23 ,$1.28 ,$16.26 ,$0.10 ,$0.00 
19097469,2019,5,Becker,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,16,A0180,CPT/HCPCS,NONEMERG TRNSPRT: LODGING-RECIP,239,"Transportation - Patient, provider, equipment",35,184,"$5,007.54 ",$312.97 ,$172.05 ,"$5,007.54 ",$312.97 ,$172.05 ,$0.00 ,$0.00 ,$0.00 
19102917,2019,5,Becker,MEDICARE,2,19 - 44 years,F,14,99233,CPT/HCPCS,SUBSEQUENT HOSPITAL CARE,302,Hospital inpatient services,211,168,"$12,341.31 ",$881.52 ,$306.29 ,"$9,885.42 ",$706.10 ,$244.51 ,"$2,455.89 ",$175.42 ,$61.78 
19106685,2019,5,Becker,MEDICARE,3,45 - 64 years,M,26,78452,CPT/HCPCS,HT MUSCLE IMAGE SPECT MULT,209,Radioisotope scan and function studies,51,310,"$14,969.69 ",$575.75 ,$119.47 ,"$12,254.09 ",$471.31 ,$72.83 ,"$2,715.60 ",$104.44 ,$15.95 
19109325,2019,5,Becker,MEDICARE,4,65 - 74 years,F,37,87502,CPT/HCPCS,INFLUENZA DNA AMP PROBE,206,"Microscopic examination (e.g., lab, toxicology)",40,421,"$1,290.80 ",$34.88 ,$0.00 ,"$1,209.37 ",$32.68 ,$0.00 ,$81.43 ,$2.20 ,$0.00 
19111197,2019,5,Becker,MEDICARE,4,65 - 74 years,M,14,36556,CPT/HCPCS,INSERT NON-TUNNEL CV CATH,54,Other vascular catheterization (not heart),20,150,"$1,263.63 ",$90.25 ,$84.87 ,"$1,093.77 ",$78.12 ,$67.87 ,$169.86 ,$12.13 ,$17.00 
19112997,2019,5,Becker,MEDICARE,4,65 - 74 years,M,12,J0702,CPT/HCPCS,INJ BETAMETHASONE AC & PHOS  3 MG,240,"Medications (injections, infusions, other forms)",15,142,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19115229,2019,5,Becker,MEDICARE,5,75 years and older,F,69,99397,CPT/HCPCS,PER PM REEVAL EST PAT 65+ YR,310,Office/outpatient services - Preventive visits,72,828,"$4,836.59 ",$70.09 ,$87.85 ,"$4,813.35 ",$69.75 ,$87.85 ,$23.24 ,$0.33 ,$0.00 
19223484,2019,13,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,21,92370,CPT/HCPCS,REPAIR & ADJUST SPECTACLES,220,Ophthalmologic/otologic diagnosis and treatment,24,249,$526.25 ,$25.05 ,$22.72 ,$526.25 ,$25.05 ,$22.72 ,$0.00 ,$0.00 ,$0.00 
19227300,2019,13,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,24,73721,CPT/HCPCS,MRI JNT OF LWR EXTRE W/O DYE,198,MRI (magnetic resonance imaging),37,258,"$5,876.14 ",$244.83 ,$175.29 ,"$5,752.94 ",$239.70 ,$175.29 ,$123.20 ,$5.13 ,$0.00 
19230084,2019,13,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,109,87624,CPT/HCPCS,HPV HIGH-RISK TYPES,206,"Microscopic examination (e.g., lab, toxicology)",111,"1,227","$4,331.18 ",$39.73 ,$42.44 ,"$4,331.18 ",$39.73 ,$42.44 ,$0.00 ,$0.00 ,$0.00 
19232292,2019,13,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,12,84295,CPT/HCPCS,ASSAY OF SERUM SODIUM,233,Laboratory - Chemistry and hematology,16,133,$46.91 ,$3.90 ,$0.00 ,$46.91 ,$3.90 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19236732,2019,13,Blue Earth,MEDICARE,2,19 - 44 years,F,16,73630,CPT/HCPCS,X-RAY EXAM OF FOOT,226,Radiology - Diagnostic (other),35,192,"$1,596.22 ",$99.76 ,$31.49 ,"$1,218.23 ",$76.13 ,$25.18 ,$377.99 ,$23.62 ,$6.31 
19239996,2019,13,Blue Earth,MEDICARE,3,45 - 64 years,F,23,87070,CPT/HCPCS,CULTURE OTHR SPECIMN AEROBIC,206,"Microscopic examination (e.g., lab, toxicology)",34,274,"$1,181.70 ",$51.37 ,$9.38 ,"$1,067.12 ",$46.39 ,$9.38 ,$114.58 ,$4.98 ,$0.00 
19242900,2019,13,Blue Earth,MEDICARE,3,45 - 64 years,M,30,A7034,CPT/HCPCS,NASL INTERFCE POS ARWAY PRSS DEVC,243,DME and supplies,58,345,"$2,515.39 ",$83.84 ,$61.30 ,"$1,925.86 ",$64.19 ,$54.51 ,$589.53 ,$19.65 ,$11.08 
19245660,2019,13,Blue Earth,MEDICARE,4,65 - 74 years,F,43,A7031,CPT/HCPCS,FCE MASK INTERFCE REPL FULL MASK EA,243,DME and supplies,116,516,"$5,572.17 ",$129.58 ,$97.59 ,"$4,409.18 ",$102.53 ,$77.75 ,"$1,162.99 ",$27.04 ,$19.84 
19248060,2019,13,Blue Earth,MEDICARE,4,65 - 74 years,M,14,90836,CPT/HCPCS,PSYTX W PT W E/M 45 MIN,218,"Psychological and psychiatric evaluation, therapy",39,168,"$3,018.03 ",$215.57 ,$224.51 ,"$2,593.76 ",$185.26 ,$206.89 ,$424.27 ,$30.30 ,$17.62 
19250988,2019,13,Blue Earth,MEDICARE,5,75 years and older,F,27,90686,CPT/HCPCS,IIV4 VACC NO PRSV 0.5 ML IM,228,Prophylactic vaccinations and inoculations,28,324,$504.21 ,$18.67 ,$18.65 ,$500.29 ,$18.52 ,$18.65 ,$3.92 ,$0.14 ,$0.00 
19253580,2019,13,Blue Earth,MEDICARE,5,75 years and older,M,24,82805,CPT/HCPCS,BLOOD GASES W/O2 SATURATION,205,Arterial blood gases,27,272,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19256988,2019,15,Brown,COMMERCIAL,2,19 - 44 years,F,50,87086,CPT/HCPCS,URINE CULTURE/COLONY COUNT,206,"Microscopic examination (e.g., lab, toxicology)",66,591,"$3,904.69 ",$78.09 ,$50.04 ,"$2,879.36 ",$57.58 ,$42.23 ,"$1,025.33 ",$20.50 ,$0.00 
19259436,2019,15,Brown,COMMERCIAL,3,45 - 64 years,F,17,99244,CPT/HCPCS,OFFICE CONSULTATION,303,Consultations,17,204,"$8,623.00 ",$507.23 ,$489.84 ,"$6,311.88 ",$371.28 ,$438.12 ,"$2,311.12 ",$135.94 ,$0.00 
19263372,2019,15,Brown,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,11,90744,CPT/HCPCS,HEPB VACC 3 DOSE PED/ADOL IM,228,Prophylactic vaccinations and inoculations,13,104,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19266420,2019,15,Brown,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,16,G0008,CPT/HCPCS,ADMINISTRATION INFLUENZA VIRUS VACC,228,Prophylactic vaccinations and inoculations,16,192,$113.54 ,$7.09 ,$12.06 ,$113.54 ,$7.09 ,$12.06 ,$0.00 ,$0.00 ,$0.00 
19270620,2019,15,Brown,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,14,272,REV,Sterile Supply,50007,Medical and surgical supplies,31,155,$240.54 ,$17.18 ,$4.21 ,$227.74 ,$16.26 ,$1.90 ,$12.80 ,$0.91 ,$0.00 
19275516,2019,15,Brown,MEDICARE,3,45 - 64 years,M,23,J2704,CPT/HCPCS,INJECTION PROPOFOL 10 MG,240,"Medications (injections, infusions, other forms)",39,269,$47.90 ,$2.08 ,$0.00 ,$47.90 ,$2.08 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19278348,2019,15,Brown,MEDICARE,4,65 - 74 years,M,96,17003,CPT/HCPCS,DESTRUCT PREMALG LES 2-14,170,Skin lesion - Excision,135,"1,152","$1,989.23 ",$20.72 ,$13.61 ,"$1,590.85 ",$16.57 ,$11.12 ,$398.38 ,$4.14 ,$1.90 
19281516,2019,15,Brown,MEDICARE,5,75 years and older,F,153,83605,CPT/HCPCS,ASSAY OF LACTIC ACID,233,Laboratory - Chemistry and hematology,226,"1,723","$6,689.61 ",$43.72 ,$0.00 ,"$6,655.47 ",$43.49 ,$0.00 ,$34.14 ,$0.22 ,$0.00 
19283052,2019,15,Brown,MEDICARE,5,75 years and older,M,24,391,REV,Blood/Admin,50010,Blood and blood components,32,254,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19285764,2019,17,Carlton,COMMERCIAL,1,18 years and under,F,13,90672,CPT/HCPCS,LAIV4 VACCINE INTRANASAL,228,Prophylactic vaccinations and inoculations,13,152,$168.42 ,$12.95 ,$0.00 ,$148.94 ,$11.45 ,$0.00 ,$19.48 ,$1.49 ,$0.00 
19288932,2019,17,Carlton,COMMERCIAL,2,19 - 44 years,M,13,82044,CPT/HCPCS,UR ALBUMIN SEMIQUANTITATIVE,206,"Microscopic examination (e.g., lab, toxicology)",14,140,$113.05 ,$8.69 ,$8.10 ,$65.22 ,$5.01 ,$6.16 ,$47.83 ,$3.67 ,$0.00 
19292220,2019,17,Carlton,COMMERCIAL,3,45 - 64 years,M,110,71046,CPT/HCPCS,X-RAY EXAM CHEST 2 VIEWS,183,X-ray - Chest (routine),209,"1,304","$15,951.85 ",$145.01 ,$96.74 ,"$10,146.68 ",$92.24 ,$45.48 ,"$5,805.17 ",$52.77 ,$22.47 
19297116,2019,17,Carlton,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,35,73630,CPT/HCPCS,X-RAY EXAM OF FOOT,226,Radiology - Diagnostic (other),73,413,"$1,264.33 ",$36.12 ,$22.67 ,"$1,264.33 ",$36.12 ,$22.67 ,$0.00 ,$0.00 ,$0.00 
19299372,2019,17,Carlton,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,11,96367,CPT/HCPCS,TX/PROPH/DG ADDL SEQ IV INF,231,Therapeutic procedures - Other,16,128,"$1,418.64 ",$128.96 ,$104.95 ,"$1,418.64 ",$128.96 ,$104.95 ,$0.00 ,$0.00 ,$0.00 
19302876,2019,17,Carlton,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,49,87880,CPT/HCPCS,STREP A ASSAY W/OPTIC,206,"Microscopic examination (e.g., lab, toxicology)",51,569,$856.22 ,$17.47 ,$16.86 ,$856.22 ,$17.47 ,$16.86 ,$0.00 ,$0.00 ,$0.00 
19305204,2019,17,Carlton,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,46,99244,CPT/HCPCS,OFFICE CONSULTATION,303,Consultations,53,521,"$6,219.93 ",$135.21 ,$120.37 ,"$6,185.73 ",$134.47 ,$120.37 ,$34.20 ,$0.74 ,$0.00 
19310892,2019,17,Carlton,MEDICARE,3,45 - 64 years,F,112,93005,CPT/HCPCS,ELECTROCARDIOGRAM TRACING,202,Electrocardiogram,186,"1,313",$799.42 ,$7.13 ,$0.00 ,$740.02 ,$6.60 ,$0.00 ,$59.40 ,$0.53 ,$0.00 
19314900,2019,17,Carlton,MEDICARE,4,65 - 74 years,F,234,82306,CPT/HCPCS,VITAMIN D 25 HYDROXY,233,Laboratory - Chemistry and hematology,319,"2,802","$3,419.75 ",$14.61 ,$0.00 ,"$3,380.28 ",$14.44 ,$0.00 ,$39.47 ,$0.16 ,$0.00 
19318452,2019,17,Carlton,MEDICARE,4,65 - 74 years,M,45,A7033,CPT/HCPCS,PILLW NASL CANNULA TYPE INTF REPL,243,DME and supplies,129,540,"$4,913.50 ",$109.18 ,$89.79 ,"$4,327.18 ",$96.15 ,$71.83 ,$586.32 ,$13.02 ,$3.05 
19320900,2019,17,Carlton,MEDICARE,5,75 years and older,F,25,99310,CPT/HCPCS,NURSING FAC CARE SUBSEQ,236,"Non-hospital-based care (home health, hospice)",41,293,"$4,751.12 ",$190.04 ,$134.37 ,"$4,267.87 ",$170.71 ,$131.82 ,$483.25 ,$19.33 ,$22.69 
19323612,2019,17,Carlton,MEDICARE,5,75 years and older,M,12,99307,CPT/HCPCS,NURSING FAC CARE SUBSEQ,236,"Non-hospital-based care (home health, hospice)",30,134,"$1,407.23 ",$117.26 ,$43.70 ,"$1,202.13 ",$100.17 ,$35.66 ,$205.10 ,$17.09 ,$8.74 
19325844,2019,19,Carver,COMMERCIAL,1,18 years and under,F,25,J2270,CPT/HCPCS,INJ MORPHINE SULFATE UP TO 10 MG,240,"Medications (injections, infusions, other forms)",27,290,$780.59 ,$31.22 ,$0.62 ,$775.51 ,$31.02 ,$0.62 ,$5.08 ,$0.20 ,$0.00 
19329084,2019,19,Carver,COMMERCIAL,2,19 - 44 years,F,"1,244",85025,CPT/HCPCS,COMPLETE CBC W/AUTO DIFF WBC,233,Laboratory - Chemistry and hematology,"1,890","14,364","$28,044.16 ",$22.54 ,$13.36 ,"$21,032.44 ",$16.90 ,$10.50 ,"$7,011.72 ",$5.63 ,$0.00 
19331700,2019,19,Carver,COMMERCIAL,2,19 - 44 years,M,16,92133,CPT/HCPCS,CMPTR OPHTH IMG OPTIC NERVE,220,Ophthalmologic/otologic diagnosis and treatment,18,177,"$1,289.91 ",$80.61 ,$60.03 ,$645.74 ,$40.35 ,$23.21 ,$644.17 ,$40.26 ,$29.50 
19333596,2019,19,Carver,COMMERCIAL,3,45 - 64 years,F,66,73130,CPT/HCPCS,X-RAY EXAM OF HAND,226,Radiology - Diagnostic (other),99,786,"$6,524.95 ",$98.86 ,$76.82 ,"$3,977.76 ",$60.26 ,$53.26 ,"$2,547.19 ",$38.59 ,$0.00 
19335180,2019,19,Carver,COMMERCIAL,3,45 - 64 years,F,154,G0463,CPT/HCPCS,HOS OP CLIN VISIT ASSESS & MGMT PT,300,Office/outpatient services - Office visits,398,"1,779","$61,749.27 ",$400.96 ,$260.12 ,"$48,998.52 ",$318.17 ,$214.18 ,"$12,750.75 ",$82.79 ,$0.00 
19337844,2019,19,Carver,COMMERCIAL,3,45 - 64 years,M,41,96413,CPT/HCPCS,CHEMO IV INFUSION 1 HR,224,Chemotherapy - Cancer,299,431,"$119,165.90 ","$2,906.48 ","$2,254.18 ","$113,880.30 ","$2,777.56 ","$1,992.15 ","$5,285.60 ",$128.91 ,$0.00 
19342620,2019,19,Carver,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,47,97161,CPT/HCPCS,PT EVAL LOW COMPLEX 20 MIN,212,Physical/occupational/speech therapy - Diagnostic,49,543,"$3,719.03 ",$79.12 ,$64.49 ,"$3,719.03 ",$79.12 ,$64.49 ,$0.00 ,$0.00 ,$0.00 
19345668,2019,19,Carver,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,12,82330,CPT/HCPCS,ASSAY OF CALCIUM,233,Laboratory - Chemistry and hematology,17,130,$31.27 ,$2.60 ,$0.00 ,$31.27 ,$2.60 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19348668,2019,19,Carver,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,11,E0562,CPT/HCPCS,HUMDIFIR HEAT USED W/POS ARWAY PRSS,243,DME and supplies,11,112,"$2,772.62 ",$252.05 ,$279.53 ,"$2,772.62 ",$252.05 ,$279.53 ,$0.00 ,$0.00 ,$0.00 
19350948,2019,19,Carver,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,27,G0279,CPT/HCPCS,DX DIGTL BRST TOMOSYNTHESIS UNI/BIL,230,Extracorporeal shock wave (other than urinary),38,312,"$1,168.51 ",$43.27 ,$46.24 ,"$1,165.51 ",$43.16 ,$45.11 ,$3.00 ,$0.11 ,$0.00 
19329833,2019,19,Carver,COMMERCIAL,2,19 - 44 years,F,24,A4565,CPT/HCPCS,SLINGS,243,DME and supplies,26,265,$158.17 ,$6.59 ,$6.98 ,$71.25 ,$2.96 ,$0.00 ,$86.92 ,$3.62 ,$0.00 
19332569,2019,19,Carver,COMMERCIAL,3,45 - 64 years,F,27,110,REV,Room-Board/Pvt,50001,Room and board (non-nursery) services,36,323,"$540,396.84 ","$20,014.69 ","$8,771.24 ","$530,568.36 ","$19,650.68 ","$8,771.24 ","$9,828.48 ",$364.01 ,$0.00 
19334633,2019,19,Carver,COMMERCIAL,3,45 - 64 years,F,41,94060,CPT/HCPCS,EVALUATION OF WHEEZING,38,Lung and bronchus procedures - Diagnostic (other),63,460,"$13,302.34 ",$324.44 ,$267.79 ,"$8,461.16 ",$206.36 ,$192.30 ,"$4,841.18 ",$118.07 ,$0.00 
19337537,2019,19,Carver,COMMERCIAL,3,45 - 64 years,M,29,90691,CPT/HCPCS,TYPHOID VACCINE IM,228,Prophylactic vaccinations and inoculations,29,332,"$2,317.02 ",$79.89 ,$67.32 ,"$2,128.26 ",$73.38 ,$67.32 ,$188.76 ,$6.50 ,$0.00 
19341977,2019,19,Carver,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,16,73600,CPT/HCPCS,X-RAY EXAM OF ANKLE,226,Radiology - Diagnostic (other),26,191,$228.19 ,$14.26 ,$6.01 ,$228.19 ,$14.26 ,$6.01 ,$0.00 ,$0.00 ,$0.00 
19343897,2019,19,Carver,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,18,87186,CPT/HCPCS,MICROBE SUSCEPTIBLE MIC,206,"Microscopic examination (e.g., lab, toxicology)",20,197,$121.32 ,$6.74 ,$0.00 ,$121.32 ,$6.74 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19346417,2019,19,Carver,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,37,99231,CPT/HCPCS,SUBSEQUENT HOSPITAL CARE,302,Hospital inpatient services,67,401,"$2,221.40 ",$60.03 ,$31.06 ,"$2,218.20 ",$59.95 ,$31.06 ,$3.20 ,$0.08 ,$0.00 
19349201,2019,19,Carver,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,21,483,REV,Echocardiology,50017,Cardiology services,24,242,"$2,353.32 ",$112.06 ,$0.00 ,"$2,353.32 ",$112.06 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19352273,2019,19,Carver,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,23,84403,CPT/HCPCS,ASSAY OF TOTAL TESTOSTERONE,233,Laboratory - Chemistry and hematology,37,250,"$1,039.78 ",$45.20 ,$30.71 ,"$1,039.78 ",$45.20 ,$30.71 ,$0.00 ,$0.00 ,$0.00 
19357577,2019,19,Carver,MEDICARE,2,19 - 44 years,M,13,74177,CPT/HCPCS,CT ABD & PELV W/CONTRAST,179,CT scan - Abdomen,41,146,"$1,960.92 ",$150.84 ,$91.67 ,"$1,498.28 ",$115.25 ,$76.37 ,$462.64 ,$35.58 ,$18.33 
19360145,2019,19,Carver,MEDICARE,3,45 - 64 years,F,12,J2765,CPT/HCPCS,INJ METOCLOPRAMIDE HCL TO 10 MG,240,"Medications (injections, infusions, other forms)",17,144,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19363937,2019,19,Carver,MEDICARE,4,65 - 74 years,F,29,78815,CPT/HCPCS,PET IMAGE W/CT SKULL-THIGH,209,Radioisotope scan and function studies,86,336,"$37,951.08 ","$1,308.65 ","$1,509.72 ","$34,091.64 ","$1,175.57 ","$1,278.05 ","$3,859.44 ",$133.08 ,$49.46 
19366241,2019,19,Carver,MEDICARE,4,65 - 74 years,M,31,11104,CPT/HCPCS,PUNCH BX SKIN SINGLE LESION,173,Skin and subcutaneous tissue - Diagnostic (other),37,372,"$3,171.29 ",$102.29 ,$123.05 ,"$2,491.52 ",$80.37 ,$98.34 ,$679.77 ,$21.92 ,$21.31 
19368473,2019,19,Carver,MEDICARE,4,65 - 74 years,M,11,C1713,CPT/HCPCS,ANCHR/SCREW OPPOS BN-BN/SFT TISS-BN,243,DME and supplies,11,132,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19371137,2019,19,Carver,MEDICARE,5,75 years and older,F,26,92526,CPT/HCPCS,ORAL FUNCTION THERAPY,32,"Nose, mouth, pharynx procedures - Therapeutic",148,289,"$11,555.04 ",$444.42 ,$261.60 ,"$9,753.10 ",$375.11 ,$261.60 ,"$1,801.94 ",$69.30 ,$0.00 
19373657,2019,19,Carver,MEDICARE,5,75 years and older,M,280,70450,CPT/HCPCS,CT HEAD/BRAIN W/O DYE,177,CT scan - Head,678,"3,192","$32,293.15 ",$115.33 ,$46.06 ,"$28,543.51 ",$101.94 ,$41.90 ,"$3,749.64 ",$13.39 ,$8.09 
19374809,2019,19,Carver,MEDICARE,5,75 years and older,M,15,99349,CPT/HCPCS,HOME VISIT EST PATIENT,236,"Non-hospital-based care (home health, hospice)",16,154,"$4,119.06 ",$274.60 ,$355.00 ,"$4,075.56 ",$271.70 ,$355.00 ,$43.50 ,$2.90 ,$0.00 
19379729,2019,21,Cass,COMMERCIAL,3,45 - 64 years,F,18,93016,CPT/HCPCS,CARDIOVASCULAR STRESS TEST,201,Cardiac stress tests,18,209,$848.07 ,$47.11 ,$48.79 ,$413.98 ,$22.99 ,$8.76 ,$434.09 ,$24.11 ,$28.54 
19383761,2019,21,Cass,COMMERCIAL,5,75 years and older,M,17,G0008,CPT/HCPCS,ADMINISTRATION INFLUENZA VIRUS VACC,228,Prophylactic vaccinations and inoculations,17,204,$289.22 ,$17.01 ,$10.00 ,$289.22 ,$17.01 ,$10.00 ,$0.00 ,$0.00 ,$0.00 
19387097,2019,21,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,98,74177,CPT/HCPCS,CT ABD & PELV W/CONTRAST,179,CT scan - Abdomen,203,"1,033","$62,297.85 ",$635.69 ,$424.96 ,"$62,054.65 ",$633.21 ,$424.96 ,$243.20 ,$2.48 ,$0.00 
19389305,2019,21,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,19,87040,CPT/HCPCS,BLOOD CULTURE FOR BACTERIA,206,"Microscopic examination (e.g., lab, toxicology)",37,189,$961.88 ,$50.62 ,$28.97 ,$961.88 ,$50.62 ,$28.97 ,$0.00 ,$0.00 ,$0.00 
19201094,2019,11,Big Stone,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,17,99284,CPT/HCPCS,EMERGENCY DEPT VISIT,304,Emergency department services,38,169,"$11,107.64 ",$653.39 ,$558.14 ,"$11,101.24 ",$653.01 ,$558.14 ,$6.40 ,$0.37 ,$0.00 
19207454,2019,11,Big Stone,MEDICARE,4,65 - 74 years,M,16,120,REV,Room-Board/Semi-pvt,50001,Room and board (non-nursery) services,40,167,"$278,829.10 ","$17,426.81 ","$11,584.50 ","$265,881.41 ","$16,617.58 ","$10,902.50 ","$12,947.69 ",$809.23 ,$875.00 
19211006,2019,11,Big Stone,MEDICARE,5,75 years and older,M,26,96361,CPT/HCPCS,HYDRATE IV INFUSION ADD-ON,231,Therapeutic procedures - Other,42,289,"$13,098.26 ",$503.77 ,$0.00 ,"$9,969.62 ",$383.44 ,$0.00 ,"$3,128.64 ",$120.33 ,$0.00 
19214150,2019,13,Blue Earth,COMMERCIAL,2,19 - 44 years,F,65,88141,CPT/HCPCS,CYTOPATH C/V INTERPRET,234,Pathology,66,747,"$4,120.89 ",$63.39 ,$50.76 ,"$3,235.11 ",$49.77 ,$38.54 ,$885.78 ,$13.62 ,$0.00 
19217126,2019,13,Blue Earth,COMMERCIAL,3,45 - 64 years,F,221,88305,CPT/HCPCS,TISSUE EXAM BY PATHOLOGIST,234,Pathology,472,"2,552","$121,484.74 ",$549.70 ,$407.53 ,"$94,677.65 ",$428.40 ,$256.63 ,"$26,807.09 ",$121.29 ,$9.55 
